PlayerID,Age_Group,Gender,Country,Subscription_Tier,Avg_Session_Min,Total_Hours_Played,Games_Owned,Total_Spend_USD,Joined_Year,Churn_Flag,Preferred_Genre,Preferred_Device,Friends_Count,Achievement_Points
91,13-17,Male,Canada,Premium,32.2,370.4,82,8.75,2016,0,RPG,PC,221,21232
92,18-24,Female,Turkey,Premium,63.7,15.0,14,12.66,2024,0,Action,Handheld,131,15410
93,35-44,Male,Spain,Premium,89.2,9.9,35,67.12,2022,1,Simulation,Console,143,3670
94,45-54,Male,Japan,Ultimate,5.0,76.3,82,21.81,2024,1,Puzzle,Mobile,493,49282
95,18-24,Male,Mexico,Free,18.4,9.9,92,23.77,2022,0,Racing,Handheld,475,35335
96,18-24,Female,Australia,Basic,14.9,356.3,19,5.5,2020,0,Strategy,Mobile,30,25721
97,25-34,Female,UK,Basic,30.0,144.6,89,33.29,2024,0,Simulation,Mobile,265,5856
98,18-24,Male,Netherlands,Ultimate,15.8,797.3,79,205.57,2024,0,Action,PC,442,28089
99,<13,Female,USA,Free,56.3,121.4,112,913.75,2021,1,Sports,Console,381,27819
100,13-17,Male,Japan,Ultimate,38.0,198.7,113,188.92,2016,0,Sports,PC,320,1585
101,25-34,Male,Russia,Free,67.4,107.6,3,152.5,2015,0,Puzzle,PC,423,3120
102,25-34,Male,UAE,Premium,71.0,52.0,87,4.34,2020,0,Shooter,Console,382,9793
103,<13,Male,USA,Basic,57.0,91.1,50,52.29,2024,0,Action,Console,424,28099
104,18-24,Non-binary,UAE,Premium,25.3,35.0,109,20.54,2017,0,Strategy,Console,492,3727
105,18-24,Male,Russia,Free,36.0,236.3,12,5.66,2015,0,Racing,Mobile,126,6118
106,25-34,Male,Germany,Free,22.9,102.6,96,8.1,2015,1,Racing,Mobile,485,33790
107,<13,Male,Spain,Free,11.1,131.6,115,148.71,2017,0,Adventure,Console,148,4327
108,13-17,Female,Turkey,Basic,71.0,4396.1,54,23.66,2024,1,Simulation,PC,155,32355
109,35-44,Male,Spain,Basic,31.0,91.5,92,5.97,2021,0,Puzzle,Mobile,392,4619
110,18-24,Female,South Korea,Ultimate,10.0,216.3,98,21.02,2016,1,Strategy,Console,20,41215
111,25-34,Male,UAE,Basic,50.9,139.1,65,84.28,2018,0,Fighting,Console,464,35067
112,18-24,Male,France,Free,27.7,595.3,10,19.86,2018,0,Action,Mobile,446,14692
113,13-17,Female,India,Free,6.4,197.6,114,8.89,2020,0,Action,Console,319,27546
114,18-24,Male,USA,Free,11.0,107.2,27,13.73,2021,0,Fighting,Console,262,17796
115,25-34,Female,Turkey,Premium,18.9,2323.9,76,205.76,2016,0,Strategy,PC,48,36014
116,35-44,Male,Mexico,Premium,39.2,52.9,109,2.42,2015,1,Shooter,Mobile,146,19976
117,35-44,Female,Turkey,Ultimate,62.2,117.6,100,36.52,2020,0,Puzzle,Handheld,2,4374
118,18-24,Male,Mexico,Basic,60.5,445.8,117,45.94,2017,0,Simulation,Console,465,30678
119,25-34,Female,UAE,Free,53.6,55.6,97,17.57,2020,1,Sports,PC,85,49542
120,18-24,Male,Australia,Free,32.2,371.9,68,12.97,2016,0,Racing,Handheld,265,21969
121,18-24,Male,UK,Basic,131.3,83.5,21,238.68,2024,0,Simulation,PC,210,11444
122,45-54,Male,Italy,Ultimate,58.0,494.7,20,237.46,2021,0,Action,Mobile,494,22070
123,<13,Male,Japan,Free,39.6,479.3,114,63.94,2024,0,RPG,Handheld,150,43007
124,13-17,Male,Russia,Free,52.1,133.2,17,24.17,2022,0,Strategy,Mobile,67,42750
125,18-24,Male,Poland,Premium,24.1,44.7,116,64.65,2019,0,RPG,Mobile,394,33693
126,<13,Female,Saudi Arabia,Premium,31.6,92.8,46,100.14,2023,0,RPG,PC,210,18797
127,18-24,Female,Canada,Free,6.3,145.8,34,46.16,2020,0,Adventure,PC,50,946
128,25-34,Female,Australia,Premium,24.3,430.9,78,104.27,2017,0,Adventure,Mobile,403,24685
129,18-24,Female,Poland,Free,135.4,218.0,10,32.12,2016,1,Puzzle,Mobile,147,338
130,45-54,Male,Russia,Ultimate,37.3,283.0,20,0.48,2021,0,Racing,Console,54,8532
131,35-44,Male,Brazil,Free,36.1,225.7,64,40.85,2015,0,Adventure,Mobile,22,25224
132,18-24,Male,Turkey,Free,73.6,409.7,62,152.54,2015,0,RPG,Mobile,345,44137
133,18-24,Female,Japan,Free,44.1,116.7,99,57.17,2022,0,Action,Mobile,236,7838
134,18-24,Male,UK,Free,17.7,180.9,79,91.42,2020,0,Adventure,Handheld,391,35076
135,25-34,Male,Saudi Arabia,Basic,33.7,153.6,39,36.34,2017,0,Strategy,PC,387,21597
136,18-24,Female,Brazil,Premium,13.4,87.7,91,40.88,2023,0,Fighting,Mobile,141,45686
137,25-34,Male,Japan,Basic,38.4,499.7,62,70.55,2015,0,Strategy,Mobile,192,2394
138,18-24,Female,Brazil,Premium,16.9,487.2,79,1007.61,2019,0,Fighting,Handheld,462,39091
139,25-34,Female,Saudi Arabia,Free,69.6,630.8,83,193.14,2015,0,RPG,Mobile,18,30562
140,18-24,Male,Spain,Free,22.0,59.4,90,158.37,2021,0,Adventure,Mobile,26,6585
141,18-24,Male,Netherlands,Ultimate,17.1,226.1,12,74.23,2015,0,Adventure,Handheld,400,41680
142,45-54,Male,Mexico,Premium,30.3,550.5,24,7.41,2018,0,Adventure,Console,154,30306
143,35-44,Female,Australia,Free,44.4,901.0,53,343.25,2016,0,Simulation,PC,41,47272
144,13-17,Male,Netherlands,Basic,12.6,24.3,100,212.91,2024,0,Puzzle,Console,399,16912
145,35-44,Female,Italy,Basic,21.8,147.9,33,94.53,2023,0,RPG,Handheld,87,15923
146,25-34,Female,USA,Free,36.0,118.3,69,51.12,2017,1,Strategy,Mobile,332,26122
147,45-54,Male,UAE,Basic,96.6,1001.3,73,123.83,2020,0,Simulation,Console,216,20454
148,35-44,Male,Japan,Basic,4.4,10.5,104,38.6,2021,0,Sports,Handheld,305,15902
149,18-24,Female,Australia,Free,54.2,42.2,78,162.7,2016,1,Strategy,Mobile,225,21623
150,<13,Male,Saudi Arabia,Free,24.4,828.5,46,15.54,2015,1,Adventure,Handheld,389,4856
151,18-24,Female,Italy,Premium,22.3,84.5,100,3.11,2016,1,Puzzle,Console,97,28062
152,25-34,Male,Mexico,Free,19.2,31.1,89,9.01,2022,1,Sports,Console,380,48895
153,25-34,Male,Japan,Free,24.8,910.9,7,67.46,2023,0,Fighting,Mobile,185,35647
154,18-24,Female,France,Premium,54.4,26.6,98,34.72,2022,0,Simulation,Handheld,397,38406
155,13-17,Female,Poland,Premium,21.6,506.0,43,43.75,2015,0,Puzzle,PC,331,44339
156,35-44,Male,USA,Free,124.8,22.8,7,7.81,2016,0,Action,PC,164,46172
157,55+,Male,Italy,Ultimate,54.5,26.3,95,85.88,2018,0,Strategy,Mobile,331,30313
158,25-34,Female,Russia,Premium,38.8,188.7,116,11.53,2022,0,Sports,Handheld,149,38461
159,18-24,Male,Mexico,Free,29.0,53.6,61,114.99,2023,0,Racing,PC,405,16485
160,18-24,Male,Mexico,Basic,85.8,205.8,32,6.54,2021,0,Shooter,Mobile,173,8763
161,<13,Female,Canada,Premium,96.4,1290.1,85,15.52,2022,0,RPG,Console,441,3306
162,45-54,Male,Spain,Free,13.1,123.2,113,12.68,2023,0,Strategy,Console,380,16258
163,13-17,Male,Netherlands,Basic,18.9,1046.6,59,129.11,2018,1,Action,Console,315,33066
164,25-34,Male,Italy,Premium,55.0,219.0,79,27.31,2018,1,Action,Mobile,262,36916
165,18-24,Female,France,Basic,70.1,467.3,30,103.24,2017,0,Simulation,Console,191,11193
166,25-34,Female,Netherlands,Basic,26.0,8.8,4,302.06,2021,0,Shooter,Handheld,222,18824
167,25-34,Male,Australia,Basic,18.3,318.5,34,788.41,2018,0,Adventure,Mobile,115,47074
168,35-44,Male,Italy,Free,35.3,264.9,9,77.23,2015,0,Shooter,Handheld,223,24569
169,18-24,Male,France,Basic,107.9,96.3,60,10.46,2022,0,Simulation,Handheld,370,40857
170,<13,Female,Mexico,Basic,34.2,1443.2,76,356.68,2015,0,Racing,Handheld,402,18902
171,13-17,Male,Germany,Premium,12.0,82.1,94,526.91,2017,0,Racing,PC,410,30440
172,45-54,Female,Italy,Premium,36.1,21.5,24,49.91,2023,0,Shooter,Handheld,92,36074
173,35-44,Male,Saudi Arabia,Basic,61.9,379.3,115,394.63,2024,0,Shooter,Mobile,163,48954
174,25-34,Prefer not to say,China,Ultimate,30.5,26.9,55,90.01,2015,0,Sports,PC,16,8596
175,25-34,Male,Brazil,Free,90.6,162.7,119,4.53,2015,0,Sports,Mobile,140,44972
176,25-34,Female,Spain,Free,66.2,740.9,29,21.19,2017,0,Strategy,Mobile,29,39330
177,18-24,Male,South Korea,Free,31.5,269.9,54,25.59,2021,0,Shooter,PC,329,39676
178,45-54,Male,France,Free,34.3,110.3,51,31.64,2020,1,Action,Mobile,302,34772
179,18-24,Female,Poland,Basic,7.6,97.4,22,13.46,2019,1,Strategy,Console,384,13155
180,18-24,Female,Netherlands,Free,87.2,677.5,99,12.85,2018,0,Adventure,PC,422,1602
181,25-34,Male,India,Free,25.4,34.3,20,411.13,2019,1,RPG,PC,481,4037
182,<13,Female,Poland,Free,24.0,376.2,37,4.03,2019,0,Action,Console,60,24938
183,13-17,Male,Spain,Premium,21.3,2063.9,105,18.43,2021,0,Strategy,PC,341,44926
184,35-44,Female,China,Ultimate,47.7,284.9,51,138.6,2024,1,Simulation,Mobile,197,1261
185,13-17,Male,UAE,Premium,13.4,111.5,73,23.66,2020,0,Racing,Console,285,39532
186,25-34,Male,Turkey,Free,15.1,122.5,117,99.53,2023,0,Action,Mobile,386,15102
187,18-24,Male,Brazil,Basic,31.8,83.4,86,29.9,2017,0,Sports,PC,20,9377
188,18-24,Male,Canada,Free,20.1,67.9,50,105.23,2021,1,Adventure,Console,437,25989
189,18-24,Female,UAE,Free,43.3,170.9,80,11.51,2020,1,Puzzle,PC,377,13226
190,18-24,Male,Italy,Premium,20.7,335.4,66,3.36,2017,0,Adventure,Handheld,218,6018
191,25-34,Male,Mexico,Basic,118.6,1025.5,62,29.92,2021,0,Simulation,Mobile,412,18562
192,18-24,Male,Japan,Free,57.7,14.2,44,3.73,2021,0,RPG,Console,429,21667
193,25-34,Female,France,Basic,57.1,7.9,114,49.39,2024,1,Fighting,Handheld,302,40243
194,25-34,Male,China,Free,20.4,1049.5,23,9.92,2015,1,Sports,Console,202,338
195,25-34,Male,UAE,Free,226.9,158.9,93,10.1,2020,0,RPG,Mobile,140,21711
196,45-54,Non-binary,UK,Basic,23.3,169.3,11,496.73,2021,1,Strategy,Mobile,101,18633
197,35-44,Male,Japan,Free,18.7,270.8,54,82.32,2016,0,Racing,PC,83,7840
198,18-24,Female,France,Ultimate,58.3,118.6,55,5.45,2024,0,Puzzle,Console,65,45184
199,<13,Female,USA,Basic,38.7,1587.9,61,50.78,2017,1,Racing,PC,219,8519
200,18-24,Male,Russia,Premium,17.2,267.8,99,44.06,2023,0,Shooter,PC,145,37852
201,25-34,Non-binary,UAE,Premium,191.8,86.7,52,2.45,2022,0,Sports,Handheld,222,25899
202,13-17,Female,India,Premium,72.3,96.6,22,91.97,2015,0,Shooter,Handheld,147,3489
203,25-34,Male,Brazil,Basic,33.2,124.9,3,227.97,2017,0,Strategy,PC,428,23204
204,25-34,Male,Italy,Free,226.1,58.4,111,28.95,2017,0,Simulation,PC,269,33276
205,18-24,Female,Turkey,Basic,63.3,1127.1,76,35.23,2017,0,Fighting,Handheld,244,37745
206,35-44,Female,Germany,Free,32.8,172.2,65,23.67,2016,0,Simulation,Handheld,369,39958
207,13-17,Female,UK,Free,205.4,36.4,118,97.34,2019,0,RPG,Console,199,14755
208,13-17,Male,Netherlands,Basic,56.1,241.3,58,37.55,2017,0,Fighting,PC,345,8243
209,25-34,Male,Italy,Premium,54.2,834.5,43,39.87,2017,1,Puzzle,Mobile,380,15548
210,25-34,Male,Netherlands,Ultimate,24.3,530.1,90,16.21,2015,0,Simulation,PC,299,23651
211,25-34,Male,China,Free,34.5,59.6,98,1166.78,2020,1,Strategy,Handheld,276,40991
212,18-24,Male,Poland,Basic,23.8,39.2,61,36.99,2024,0,Adventure,Handheld,278,4846
213,18-24,Female,Germany,Premium,104.8,822.9,119,156.16,2023,0,Shooter,Console,373,49992
214,35-44,Female,Brazil,Free,9.1,21.1,93,81.3,2020,0,Sports,Handheld,453,6963
215,35-44,Female,Germany,Free,98.8,231.6,53,1.17,2020,0,Adventure,Console,210,19555
216,25-34,Female,Russia,Free,16.4,75.0,110,31.31,2018,0,Shooter,Console,409,15461
217,18-24,Female,Brazil,Ultimate,31.6,717.9,33,9.68,2015,0,Shooter,Mobile,2,48163
218,25-34,Male,Germany,Free,26.1,41.9,96,236.3,2016,0,Adventure,Console,65,35636
219,18-24,Female,Canada,Free,21.8,57.1,25,8.17,2016,0,Sports,PC,112,29187
220,13-17,Male,Italy,Basic,57.5,311.2,50,114.69,2024,0,Puzzle,Handheld,198,24225
221,45-54,Female,UK,Premium,33.0,385.5,114,243.41,2015,0,Puzzle,Console,12,15018
222,13-17,Female,Turkey,Ultimate,19.4,758.6,47,83.15,2016,0,Action,Console,122,7993
223,45-54,Male,Canada,Basic,37.5,261.8,58,54.91,2019,0,Fighting,Mobile,269,36801
224,18-24,Male,Brazil,Ultimate,19.0,225.7,100,30.15,2018,0,Puzzle,PC,201,1716
225,18-24,Male,Italy,Free,21.5,522.7,66,45.37,2022,0,Simulation,Handheld,92,21076
226,25-34,Male,Poland,Free,10.0,28.7,79,7.31,2017,0,Racing,Mobile,475,4285
227,35-44,Female,China,Ultimate,23.1,51.6,13,71.29,2018,0,Racing,Console,83,20313
228,35-44,Male,USA,Basic,49.2,31.7,42,264.34,2022,0,Action,Mobile,389,12681
229,35-44,Male,South Korea,Free,34.1,5.9,15,14.75,2015,1,Action,Handheld,20,6328
230,25-34,Non-binary,Australia,Basic,141.5,407.7,6,56.12,2021,0,Action,PC,201,47168
231,25-34,Female,UAE,Premium,267.8,825.2,85,46.75,2020,1,Strategy,PC,70,48189
232,35-44,Female,Mexico,Premium,22.8,289.2,42,87.27,2019,1,Adventure,Handheld,386,17933
233,18-24,Female,USA,Premium,17.0,234.2,90,24.42,2015,1,Shooter,Handheld,313,27476
234,25-34,Male,Turkey,Basic,81.8,164.3,35,5.68,2016,0,Simulation,PC,395,107
235,18-24,Male,Mexico,Premium,43.3,158.6,109,10.17,2019,1,Puzzle,PC,302,6402
236,55+,Female,UK,Basic,82.2,1134.9,82,1.69,2023,1,Adventure,PC,210,21460
237,45-54,Non-binary,USA,Basic,45.6,952.4,6,174.88,2021,0,Racing,Mobile,362,24836
238,<13,Male,USA,Premium,28.3,73.5,78,99.14,2021,1,Action,Handheld,218,10665
239,25-34,Female,USA,Basic,28.5,561.5,18,53.42,2015,1,Racing,PC,492,1713
240,45-54,Female,Mexico,Free,46.8,648.9,43,19.19,2022,0,Fighting,Mobile,16,10215
241,18-24,Female,France,Free,28.0,323.9,20,42.82,2018,0,Strategy,Console,275,41423
242,25-34,Non-binary,Japan,Basic,87.8,236.3,79,52.31,2016,0,Adventure,PC,55,14977
243,45-54,Male,UAE,Free,11.7,226.8,53,24.98,2021,0,Racing,Mobile,138,43594
244,<13,Non-binary,Japan,Free,87.5,25.1,109,26.45,2020,0,Racing,Console,86,17478
245,25-34,Female,Russia,Free,7.4,22.5,48,389.25,2023,0,Shooter,Handheld,90,45371
246,18-24,Male,USA,Free,37.2,379.9,27,8.36,2023,0,Puzzle,Handheld,102,32999
247,45-54,Female,Canada,Premium,25.4,39.6,88,242.09,2018,0,Adventure,PC,285,14727
248,55+,Male,Italy,Free,9.8,28.0,76,4.84,2019,0,Action,PC,348,32987
249,45-54,Male,Italy,Free,6.4,12.3,1,608.91,2019,0,Racing,Console,36,47928
250,25-34,Male,South Korea,Premium,13.8,83.9,119,1.52,2022,0,Action,PC,193,29491
251,35-44,Male,France,Premium,34.3,232.6,14,109.74,2015,0,RPG,Console,384,11618
252,35-44,Male,Mexico,Free,20.5,256.2,118,20.33,2020,0,Action,Handheld,126,26697
253,18-24,Female,Saudi Arabia,Free,14.4,411.9,32,42.5,2019,1,Strategy,Handheld,274,9595
254,35-44,Male,Australia,Ultimate,97.7,92.8,67,44.58,2016,0,Shooter,Console,309,3821
255,<13,Male,Germany,Free,12.4,168.8,10,135.43,2018,1,Shooter,PC,24,29538
256,25-34,Male,Japan,Ultimate,57.0,409.5,26,2.88,2021,0,RPG,Handheld,196,35420
257,18-24,Male,Spain,Free,16.3,259.0,95,52.13,2016,0,RPG,Console,409,2124
258,13-17,Female,South Korea,Free,13.5,73.6,74,72.08,2020,0,Adventure,Console,294,39442
259,13-17,Female,Italy,Free,20.4,212.6,65,20.25,2019,0,Racing,PC,408,16946
260,25-34,Non-binary,Canada,Free,54.4,13.7,50,46.22,2015,0,Racing,Mobile,487,39625
261,18-24,Female,India,Ultimate,11.1,148.4,49,20.16,2015,0,Fighting,Handheld,354,48922
262,25-34,Male,Saudi Arabia,Ultimate,41.7,70.7,32,125.48,2022,0,Puzzle,Handheld,6,30794
263,13-17,Female,South Korea,Ultimate,15.4,918.1,83,94.25,2023,0,Racing,Mobile,449,28302
264,18-24,Female,Brazil,Premium,17.7,45.9,65,75.6,2021,0,Shooter,Handheld,437,43523
265,25-34,Male,Brazil,Premium,45.6,170.7,26,147.46,2023,0,Sports,Console,106,12818
266,35-44,Female,Brazil,Premium,188.4,88.7,69,354.53,2016,0,Action,Console,474,48104
267,18-24,Female,Australia,Premium,16.0,76.0,26,12.34,2024,1,Adventure,Console,143,8511
268,25-34,Female,Australia,Free,58.9,233.4,102,1530.27,2024,0,Adventure,Mobile,288,13980
269,45-54,Male,Russia,Free,25.8,89.9,65,98.46,2022,0,RPG,PC,46,35075
270,25-34,Female,Australia,Basic,22.7,1369.8,94,25.75,2020,0,Action,PC,187,19332
271,18-24,Male,Italy,Ultimate,78.0,13.9,113,1718.84,2021,0,Puzzle,Mobile,211,20763
272,<13,Male,Canada,Premium,16.9,316.5,12,29.3,2021,0,RPG,Handheld,146,34564
273,35-44,Male,UAE,Premium,13.2,134.1,100,8.88,2020,0,Sports,Mobile,184,22687
274,<13,Male,India,Basic,47.9,139.7,36,25.41,2018,0,Puzzle,PC,486,20328
275,35-44,Male,UK,Premium,118.6,213.3,24,23.65,2017,0,RPG,Console,161,45911
276,25-34,Male,Brazil,Ultimate,60.3,491.4,42,277.94,2023,0,Sports,Handheld,196,36890
